INSERT ALL
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00001', 'Valerie', 'Dominguez', TO_DATE('1995-06-20', 'YYYY-MM-DD'), 'Couple', 'O', 'L00053', 'robertwilliams@example.org', '808-871-7463x82')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00381', 'Aaron', 'Meyer', TO_DATE('1979-03-01', 'YYYY-MM-DD'), 'Group', 'M', 'L00077', 'rtrevino@example.org', '277.784.2773')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00382', 'Dylan', 'Bass', TO_DATE('1957-05-01', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00055', 'urivera@example.org', '(729)361-0106x2')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00383', 'Dustin', 'Wade', TO_DATE('1946-02-27', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00033', 'zthompson@example.net', '+1-432-823-7471')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00384', 'Erin', 'Bailey', TO_DATE('1956-09-16', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00062', 'ypeterson@example.net', '(982)328-7622x4')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00385', 'Jennifer', 'Oneill', TO_DATE('1998-03-12', 'YYYY-MM-DD'), 'Couple', 'F', 'L00025', 'emoyer@example.net', '593-840-8053')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00386', 'Joseph', 'Clark', TO_DATE('2000-04-30', 'YYYY-MM-DD'), 'Student', 'O', 'L00063', 'johnsonjason@example.net', '(371)707-4117')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00387', 'Robert', 'Obrien', TO_DATE('1953-04-19', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00070', 'daniel70@example.org', '479-206-9553x25')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00388', 'Donald', 'Frey', TO_DATE('1944-08-18', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00051', 'deancheryl@example.com', '001-384-542-407')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00389', 'Heather', 'Zimmerman', TO_DATE('1978-02-22', 'YYYY-MM-DD'), 'Group', 'O', 'L00083', 'timothykramer@example.org', '680.359.0032')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00390', 'Logan', 'Padilla', TO_DATE('1988-04-02', 'YYYY-MM-DD'), 'Couple', 'M', 'L00095', 'ubowman@example.net', '+1-482-704-1841')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00391', 'Trevor', 'Cruz', TO_DATE('1952-08-14', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00024', 'davidschneider@example.org', '001-536-639-030')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00392', 'John', 'Ibarra', TO_DATE('1995-11-09', 'YYYY-MM-DD'), 'Couple', 'M', 'L00042', 'zowens@example.net', '3822342017')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00393', 'Rita', 'Myers', TO_DATE('1971-04-16', 'YYYY-MM-DD'), 'Group', 'O', 'L00096', 'anthony34@example.org', '325-858-8091x64')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00394', 'Anna', 'Phillips', TO_DATE('1965-08-03', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00008', 'wolfdouglas@example.org', '+1-439-342-3732')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00395', 'David', 'Lyons', TO_DATE('1986-06-29', 'YYYY-MM-DD'), 'Couple', 'M', 'L00047', 'billy23@example.org', '547.351.4197x28')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00396', 'Destiny', 'Glass', TO_DATE('1976-04-21', 'YYYY-MM-DD'), 'Group', 'M', 'L00015', 'matthewflores@example.com', '778-300-9657x14')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00397', 'Sabrina', 'Love', TO_DATE('1953-03-13', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00088', 'michaelmurphy@example.com', '(990)672-9109')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00398', 'Frank', 'Glass', TO_DATE('1970-04-19', 'YYYY-MM-DD'), 'Group', 'F', 'L00096', 'houserobert@example.net', '309-447-1436x98')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00399', 'Katherine', 'Kent', TO_DATE('1986-08-01', 'YYYY-MM-DD'), 'Couple', 'O', 'L00001', 'alicia98@example.org', '(260)986-5526x4')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00400', 'Jessica', 'Miranda', TO_DATE('1947-08-12', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00065', 'joshuataylor@example.com', '(355)420-1378x2')
SELECT * FROM dual;

COMMIT;

INSERT ALL
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00401', 'Lisa', 'Kelley', TO_DATE('2004-06-08', 'YYYY-MM-DD'), 'Student', 'M', 'L00081', 'psanchez@example.net', '(772)763-3745x7')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00402', 'Scott', 'Gutierrez', TO_DATE('1988-09-30', 'YYYY-MM-DD'), 'Couple', 'F', 'L00034', 'johnsonjonathan@example.net', '977.605.5191')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00403', 'Michelle', 'Williams', TO_DATE('1954-07-13', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00106', 'jameseverett@example.com', '289-686-8431')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00404', 'Mary', 'Armstrong', TO_DATE('1987-04-10', 'YYYY-MM-DD'), 'Couple', 'O', 'L00024', 'courtney45@example.com', '(678)750-7142')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00405', 'Kevin', 'Lawrence', TO_DATE('1951-01-25', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00105', 'meaganbyrd@example.org', '6314860568')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00406', 'Joseph', 'Perry', TO_DATE('1972-11-28', 'YYYY-MM-DD'), 'Group', 'O', 'L00083', 'teresa29@example.com', '602-463-8769x53')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00407', 'James', 'Ferguson', TO_DATE('2000-01-10', 'YYYY-MM-DD'), 'Student', 'F', 'L00063', 'melanie29@example.org', '+1-813-437-7278')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00408', 'Patrick', 'Allen', TO_DATE('1985-02-11', 'YYYY-MM-DD'), 'Couple', 'M', 'L00076', 'williamsjames@example.org', '351.508.1922x35')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00409', 'Dan', 'Wilson', TO_DATE('1955-06-15', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00009', 'johnny74@example.net', '(214)743-9531x4')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00410', 'Ashley', 'Freeman', TO_DATE('1972-12-09', 'YYYY-MM-DD'), 'Group', 'M', 'L00055', 'richardsonlisa@example.org', '(774)713-3770x5')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00411', 'Melissa', 'Poole', TO_DATE('1948-01-17', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00067', 'ymelendez@example.net', '691-469-2992')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00412', 'Aaron', 'Tate', TO_DATE('2001-05-01', 'YYYY-MM-DD'), 'Student', 'M', 'L00009', 'qowens@example.com', '206.575.8878')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00413', 'Caleb', 'Moore', TO_DATE('1953-06-04', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00102', 'jenniferbowman@example.net', '(688)384-3925x4')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00414', 'Kristen', 'Jennings', TO_DATE('1958-07-28', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00063', 'uallison@example.com', '+1-799-841-2585')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00415', 'Justin', 'Chapman', TO_DATE('1956-02-02', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00024', 'iwood@example.com', '001-224-222-996')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00416', 'Michelle', 'Morales', TO_DATE('2005-03-08', 'YYYY-MM-DD'), 'Student', 'O', 'L00012', 'thomasrichardson@example.org', '(688)925-9576x7')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00417', 'Kristi', 'Nguyen', TO_DATE('1983-03-09', 'YYYY-MM-DD'), 'Group', 'F', 'L00014', 'sextonmichael@example.net', '946-226-8326x51')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00418', 'Derek', 'Henderson', TO_DATE('1984-11-26', 'YYYY-MM-DD'), 'Couple', 'M', 'L00047', 'dianefreeman@example.net', '664-864-9427x92')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00419', 'Stephen', 'Cox', TO_DATE('1984-10-21', 'YYYY-MM-DD'), 'Couple', 'O', 'L00045', 'xwalker@example.net', '001-778-686-625')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00420', 'Lindsay', 'Cross', TO_DATE('2000-02-20', 'YYYY-MM-DD'), 'Student', 'M', 'L00031', 'diazjulie@example.org', '820-481-4315x05')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00421', 'Glenda', 'Martinez', TO_DATE('1977-04-03', 'YYYY-MM-DD'), 'Group', 'O', 'L00050', 'travisjohnson@example.net', '742-940-5430x09')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00422', 'Larry', 'Bradshaw', TO_DATE('2001-12-06', 'YYYY-MM-DD'), 'Student', 'M', 'L00024', 'chandlermary@example.org', '2198261754')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00423', 'Sheila', 'Horn', TO_DATE('1980-10-18', 'YYYY-MM-DD'), 'Group', 'O', 'L00008', 'steven03@example.com', '(471)485-5645')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00424', 'Sharon', 'Smith', TO_DATE('1960-09-24', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00075', 'archerbrittany@example.net', '833-223-1957')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00425', 'James', 'Rose', TO_DATE('1997-07-01', 'YYYY-MM-DD'), 'Couple', 'M', 'L00034', 'mdixon@example.com', '775.495.1809')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00426', 'Robert', 'Greer', TO_DATE('1952-07-16', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00080', 'joelhernandez@example.org', '901-418-2986x95')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00427', 'Kevin', 'Allen', TO_DATE('1968-08-23', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00082', 'russelllydia@example.net', '(627)865-8685')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00428', 'Shelley', 'White', TO_DATE('1959-11-02', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00012', 'lindsaylindsey@example.net', '+1-373-529-2654')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00429', 'Diane', 'Harper', TO_DATE('1990-11-30', 'YYYY-MM-DD'), 'Couple', 'O', 'L00050', 'berrymelanie@example.com', '3275444342')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00430', 'Jeffrey', 'Patrick', TO_DATE('2002-12-20', 'YYYY-MM-DD'), 'Student', 'O', 'L00003', 'imullins@example.org', '841.978.2737x76')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00431', 'Patrick', 'Christian', TO_DATE('1992-11-17', 'YYYY-MM-DD'), 'Couple', 'M', 'L00082', 'ismith@example.net', '(819)836-2621x0')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00432', 'Debra', 'Hoffman', TO_DATE('1984-05-31', 'YYYY-MM-DD'), 'Couple', 'F', 'L00008', 'falvarez@example.org', '583-667-0734x48')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00433', 'Victoria', 'Martinez', TO_DATE('1946-03-11', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00102', 'hryan@example.net', '001-909-375-599')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00434', 'Matthew', 'Elliott', TO_DATE('1973-04-25', 'YYYY-MM-DD'), 'Group', 'F', 'L00027', 'elee@example.net', '335.768.2064x09')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00435', 'Alicia', 'Davis', TO_DATE('1968-03-12', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00034', 'clarkeileen@example.net', '542-541-8694x36')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00436', 'Sandra', 'Mcdaniel', TO_DATE('1967-01-27', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00038', 'denisebates@example.net', '001-398-752-508')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00437', 'Maurice', 'Mack', TO_DATE('1944-10-04', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00042', 'pruittlinda@example.com', '864-467-4180')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00438', 'James', 'Diaz', TO_DATE('1957-12-20', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00010', 'twoods@example.com', '+1-816-666-2982')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00439', 'Hayley', 'Patel', TO_DATE('1982-08-06', 'YYYY-MM-DD'), 'Group', 'F', 'L00005', 'john71@example.net', '3697288311')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00440', 'Angela', 'Hernandez', TO_DATE('2000-09-11', 'YYYY-MM-DD'), 'Student', 'M', 'L00070', 'leeaudrey@example.com', '440-766-2770x28')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00441', 'Morgan', 'Thomas', TO_DATE('1996-01-01', 'YYYY-MM-DD'), 'Couple', 'M', 'L00055', 'andrew52@example.org', '+1-893-627-8077')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00442', 'Cheryl', 'Willis', TO_DATE('1997-02-21', 'YYYY-MM-DD'), 'Couple', 'O', 'L00076', 'mpeterson@example.com', '001-556-393-817')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00443', 'Christopher', 'Chapman', TO_DATE('1968-03-31', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00092', 'harveytravis@example.org', '+1-780-548-8185')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00444', 'Caitlyn', 'Dyer', TO_DATE('1972-01-12', 'YYYY-MM-DD'), 'Group', 'O', 'L00055', 'jillian61@example.org', '+1-628-569-1421')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00445', 'Derek', 'Hines', TO_DATE('1969-07-18', 'YYYY-MM-DD'), 'Group', 'O', 'L00007', 'emily90@example.org', '(918)782-1978')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00446', 'Diana', 'Ferguson', TO_DATE('1950-03-18', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00094', 'simmonstyler@example.net', '934-783-2609x12')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00447', 'Matthew', 'Williams', TO_DATE('1962-06-25', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00061', 'hancockbrianna@example.org', '+1-603-768-1707')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00448', 'Daniel', 'Glover', TO_DATE('1957-12-02', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00017', 'dereknguyen@example.net', '499-694-9383x95')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00449', 'Jamie', 'Rush', TO_DATE('1960-10-20', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00100', 'zdawson@example.com', '+1-248-292-8511')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00450', 'Melissa', 'Palmer', TO_DATE('1954-03-19', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00081', 'carlaquinn@example.net', '704-578-5350')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00451', 'Mike', 'Wallace', TO_DATE('1964-02-02', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00087', 'ortizjohn@example.com', '897.634.0059x48')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00452', 'Travis', 'Gonzales', TO_DATE('1963-08-25', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00075', 'atran@example.net', '+1-269-700-0180')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00453', 'Tina', 'Garcia', TO_DATE('1948-12-03', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00042', 'nealrobert@example.org', '(454)858-3760')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00454', 'Timothy', 'Cooper', TO_DATE('1989-01-28', 'YYYY-MM-DD'), 'Couple', 'F', 'L00024', 'jillianbeck@example.net', '718-949-6108x39')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00455', 'Jessica', 'Robbins', TO_DATE('1965-08-04', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00046', 'stewartjoseph@example.com', '653.382.2652x15')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00456', 'Robert', 'Bowers', TO_DATE('1966-05-03', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00002', 'hahnmaria@example.net', '(434)384-1069x0')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00457', 'Jonathon', 'Duffy', TO_DATE('1990-12-31', 'YYYY-MM-DD'), 'Couple', 'M', 'L00070', 'hartpaul@example.com', '962-383-9531')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00458', 'Katrina', 'Robinson', TO_DATE('1957-08-25', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00020', 'xsherman@example.com', '(451)711-4787x1')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00459', 'Steven', 'Craig', TO_DATE('1964-01-24', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00072', 'qhill@example.com', '937.827.5796x63')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00460', 'Lisa', 'Lee', TO_DATE('1999-01-08', 'YYYY-MM-DD'), 'Student', 'F', 'L00048', 'kevin70@example.com', '6163583467')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00461', 'Sherry', 'Patel', TO_DATE('1999-08-29', 'YYYY-MM-DD'), 'Student', 'M', 'L00041', 'groberts@example.com', '673-889-9411x85')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00462', 'Michael', 'Campbell', TO_DATE('1966-08-18', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00083', 'liunicholas@example.net', '300-410-6996')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00463', 'Tina', 'Yu', TO_DATE('2003-04-19', 'YYYY-MM-DD'), 'Student', 'M', 'L00075', 'cynthia53@example.net', '001-480-473-707')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00464', 'John', 'Thompson', TO_DATE('1968-04-25', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00087', 'maxwelllisa@example.com', '357.356.2496')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00465', 'Gina', 'Floyd', TO_DATE('1975-11-29', 'YYYY-MM-DD'), 'Group', 'F', 'L00007', 'crystalscott@example.com', '405-238-8978x36')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00466', 'Richard', 'Moore', TO_DATE('1979-05-12', 'YYYY-MM-DD'), 'Group', 'O', 'L00035', 'roger76@example.com', '925-493-8660x47')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00467', 'Rebecca', 'Moore', TO_DATE('2000-10-28', 'YYYY-MM-DD'), 'Student', 'O', 'L00021', 'patrick11@example.com', '+1-401-302-5124')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00468', 'Robert', 'Smith', TO_DATE('2005-05-20', 'YYYY-MM-DD'), 'Student', 'M', 'L00009', 'christina20@example.com', '426.920.3712x77')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00469', 'Anna', 'Sherman', TO_DATE('1943-11-27', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00009', 'youngdevin@example.com', '2052094745')
